Date,Open,High,Low,Close,Adj Close,Volume
08/04/22,1043.21,1048.44,1022.44,1025.49,1025.49,18337900
11/04/22,980.40,1008.47,974.64,975.93,975.93,19785700
12/04/22,997.64,1021.19,976.60,986.95,986.95,21992000
13/04/22,981.08,1026.24,973.10,1022.37,1022.37,18373700
14/04/22,999.29,1012.71,982.19,985.00,985.00,19474100
18/04/22,989.03,1014.92,973.41,1004.29,1004.29,17238400
19/04/22,1005.06,1034.94,995.33,1028.15,1028.15,16615900
20/04/22,1030.00,1034.00,975.25,977.20,977.20,23570400
21/04/22,1074.73,1092.22,996.42,1008.78,1008.78,35138800
22/04/22,1014.91,1034.85,994.00,1005.05,1005.05,23232200
25/04/22,978.97,1008.62,975.30,998.02,998.02,22780400
26/04/22,995.43,1000.00,875.00,876.42,876.42,45377900
27/04/22,898.58,918.00,877.36,881.51,881.51,25652100
28/04/22,899.98,900.00,821.70,877.51,877.51,41649500
29/04/22,902.25,934.40,870.00,870.76,870.76,29377700
02/05/22,860.77,906.36,848.03,902.94,902.94,25260500
03/05/22,903.18,924.08,888.59,909.25,909.25,21236500
04/05/22,903.94,955.50,885.28,952.62,952.62,27214600
05/05/22,939.02,945.60,857.70,873.28,873.28,30839700
06/05/22,887.00,888.00,843.11,865.65,865.65,24301000
09/05/22,836.45,845.63,781.15,787.11,787.11,30270100
10/05/22,819.31,825.36,774.25,800.04,800.04,28133900
11/05/22,795.00,809.77,727.20,734.00,734.00,32408200
12/05/22,701.00,759.66,680.00,728.00,728.00,46771000
13/05/22,773.48,787.35,751.57,769.59,769.59,30716900
16/05/22,767.16,769.76,719.09,724.37,724.37,28699500
17/05/22,747.36,764.48,728.85,761.61,761.61,26745400
18/05/22,744.52,760.50,700.81,709.81,709.81,29270600
19/05/22,707.00,734.00,694.11,709.42,709.42,30098900
20/05/22,713.99,721.58,633.00,663.90,663.90,48324400
23/05/22,655.02,679.96,638.06,674.90,674.90,29634500
24/05/22,653.53,653.92,620.57,628.16,628.16,29697500
25/05/22,623.85,669.32,623.01,658.80,658.80,30713100
26/05/22,661.42,718.67,653.66,707.73,707.73,35334400
27/05/22,723.25,759.80,720.53,759.63,759.63,29765000
31/05/22,773.84,778.80,734.23,758.26,758.26,33971500
01/06/22,755.16,771.98,730.92,740.37,740.37,25749300
02/06/22,732.47,792.63,726.20,775.00,775.00,31157700
03/06/22,729.68,743.39,700.25,703.55,703.55,37348100
06/06/22,733.06,734.60,703.05,714.84,714.84,28068200
07/06/22,702.00,719.99,690.28,716.66,716.66,24269500
08/06/22,720.26,749.89,717.53,725.60,725.60,25403500
09/06/22,748.02,766.64,717.98,719.12,719.12,32163800
10/06/22,705.47,718.50,683.74,696.69,696.69,32512200
13/06/22,669.50,679.90,644.05,647.21,647.21,34255800
14/06/22,654.86,678.99,635.21,662.67,662.67,32662900
15/06/22,662.75,706.99,654.45,699.00,699.00,39710600
16/06/22,668.21,675.50,626.08,639.30,639.30,35796900
17/06/22,640.30,662.91,639.59,650.28,650.28,30810900
21/06/22,673.81,730.73,673.00,711.11,711.11,40931000
22/06/22,703.51,740.50,701.48,708.26,708.26,33702500
23/06/22,713.72,717.95,685.91,705.21,705.21,34734200
24/06/22,712.41,738.20,708.26,737.12,737.12,31866500
27/06/22,748.10,756.21,727.70,734.76,734.76,29726100
